header,class,mechanism,group
AGly|AJ809407.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Phe|CatB8|AF227506|253-885|633|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
199|AY566250.1|AY566250|Fluoroquinolones|Quinolone_active_efflux|NORA,Fluoroquinolones,Quinolone active efflux,NORA
CARD|phgb|NC_003112|1795181-1796420|ARO:3000810|mtrC|Multi-drug_resistance|Multi-drug_efflux_pumps|MTRC,Multi-drug resistance,Multi-drug efflux pumps,MTRC
AGly|Aph2-dprime-Id|AF016483|131-1036|906|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
293|EU046614.1|EU046614|betalactams|Class_C_betalactamases|TRU,betalactams,Class C betalactamases,TRU
Flq|QnrB57_1_JX259318|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
83|JQ768046.1|JQ768046|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
Bla|TEM-52B_1_AF027199|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|239909270|gb|GQ149244.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|AF117745|0-780|ARO:3001079|SHV-21|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|351720143|emb|FN556186.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|260080606|gb|GQ853681.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|380035723|dbj|AB703103.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
MLS|MefA|U70055|314-1531|1218|MLS|Macrolide_resistance_efflux_pumps|MEFA,MLS,Macrolide resistance efflux pumps,MEFA
gi|125658589|gb|EF373973.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
ENA|sitB|AAD41066|AAD41066.1Salmonellaentericasubsp.entericaserovarTyphimuriumSitB:Location:1..822,Metal and biocide resistance,metal and biocide ABC efflux pump,sitB
CARD|phgb|JQ340365|0-1434|ARO:3003583|PmrB|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|PMRB,Cationic antimicrobial peptides,Polymyxin B resistance regulator,PMRB
Tet|tet38_3_FR821779|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
Tmt|dfrA1_25_AJ844287|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
1619|AY740681.1|AY740681|betalactams|Class_A_betalactamases|PER,betalactams,Class A betalactamases,PER
MLS|MphA|DQ445270|1626-2531|1230|MLS|Macrolide_phosphotransferases|MPHA,MLS,Macrolide phosphotransferases,MPHA
gi|46370392|gb|AY589493.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|GOB-2|AF189296|1-756|756|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB
Bla|Shv-18|EU684753|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-28|AJ549244|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Gly|VanA-Pt_3_DQ018710|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
AGly|Aph2-Ib|AF207840|272-1171|900|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
gi|614461916|gb|KJ020574.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1886|AF322577.2|AF322577|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
ENA|qacB|AAQ10692|AAQ10692.1StaphylococcusaureusmultidrugeffluxproteinQacB,Drug and biocide resistance,drug and biocide MFS efflux pump,qacB
CARD|phgb|AF121000|0-1155|ARO:3000183|tetZ|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETZ,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETZ
Bla|OKP-A-6|AM051144|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|OXA-144_1_FJ617207|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
ENA|merP|AAA98223|AAA98223.1PlasmidpDU1358mercuryresistanceprotein:Location:1..276,Mercury resistance,mercuric resistance protein,merP
Rif|CP001581.1|gene3846|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
ENA|merA|AAC38220|AAC38220.1PseudomonasstutzeriMerA,Mercury resistance,mercuric resistance protein,merA
gi|260080604|gb|GQ853680.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
ACou|NC_009725.1.5460263|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
gi|147744336|gb|EF561644.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SHV-1_8_GQ407137|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|7649400|emb|AJ277535.1|betalactams|Class_C_betalactamases|FOX,betalactams,Class C betalactamases,FOX
ENA|copL|AAR85972|AAR85972.1XanthomonasperforansCopL:Location:1..369,Copper resistance,copper resistance protein,copL
CARD|phgb|Y17714|146-1016|ARO:3002399|OXY-2-4|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|32442314|gb|AY259119.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|pvgb|NC_002516.2|2212676-2213309|ARO:3003709|mexZ|Aminoglycosides|Aminoglycoside-resistance_regulator_mutation|MEXZ|RequiresSNPConfirmation,Aminoglycosides,Aminoglycoside-resistance regulator mutation,MEXZ
Sul|sul1_30_JF262178|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|KF057034.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
MLS|ermB_1_JN899585|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
gi|1524365|emb|X92507.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
MLS|LmrB|X62867|361-1197|837|MLS|Lincosamide_efflux_pump|LMRB,MLS,Lincosamide efflux pump,LMRB
Sul|CP000034.1|gene3358|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Tmt|DfrA27|EU675686|2543-3016|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
CARD|phgb|U00096|2155262-2158385|ARO:3000793|mdtB|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTB,Multi-drug resistance,Multi-drug efflux pumps,MDTB
ENA|oqxA|KGY58107|KGY58107.1EscherichiacoliacriflavinresistanceproteinAcrA,Drug and biocide resistance,drug and biocide RND efflux pump,oqxA
ENA|amvA|ACQ82816|ACQ82816.1Acinetobacterbaumanniimajorfacilitatorsuperfamilyeffluxpump,Drug and biocide resistance,drug and biocide MFS efflux,amvA
Gly|FJ872411.1|gene45|Glycopeptides|VanE-type_regulator|VANSE,Glycopeptides,VanE-type regulator,VANSE
Bla|AF357599.1|gene1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SHV-16|AF072684|118-993|876|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|AL009126|916777-919348|ARO:3000863|mprF|Multi-drug_resistance|MDR_mutant_porin_proteins|mprF|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,mprF
Bla|GOB-5|AF189290|1-756|756|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB
gi|160858183|emb|AJ866283.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1288|DQ361087.2|DQ361087|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|KP109681|1642-2515|ARO:3003717|ESP-1|betalactams|Class_B_betalactamases|ESP,betalactams,Class B betalactamases,ESP
1388|HQ399624.1|HQ399624|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
MLS|ermF_4_M62487|MLS|23S_rRNA_methyltransferases|ERMF,MLS,23S rRNA methyltransferases,ERMF
Bla|TEM-141|AY956335|39-889|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Tet|tetX_1_GU014535|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Tetracyclines,Tetracycline inactivation enzymes,TETX
Bla|OXY5-1|AJ871868|1-873|873|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
1317|JF800667.1|JF800667|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AL009126|339155-339749|ARO:3003059|tmrB|Tunicamycin|ATP-binding_tunicamycin_resistance|TMRB,Tunicamycin,ATP-binding tunicamycin resistance,TMRB
AGly|Aac6-Is|AF031327|1-441|441|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|AP009048|4304505-4306557|ARO:3003549|mdtO|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTO,Multi-drug resistance,Multi-drug efflux pumps,MDTO
Flq|QnrS|FJ418153|1-657|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS
Bla|OXA-247|JX893517|1-786|786|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|X92945|0-648|ARO:3002670|cat|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT
gi|21262145|emb|AJ488302.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|aph9-Ib_1_U70376|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH9
ENA|chrC|ABO70324|ABO70324.1Ochrobactrumtriticisuperoxidedismutase:Location:1..609,Metal and biocide resistance,metal and biocide resistance protein,chrC
505|AJ308331.1|AJ308331|betalactams|Class_B_betalactamases|CAU,betalactams,Class B betalactamases,CAU
Bla|CTX-M-93|HQ637575|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CMY-99_1_KF305673|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|CTX-M-34|AY51597|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|RAHN-1|AF338038|4685-5572|888|betalactams|Class_A_betalactamases|RAHN,betalactams,Class A betalactamases,RAHN
462|AY695112.1|AY695112|betalactams|Class_A_betalactamases|LUT,betalactams,Class A betalactamases,LUT
Bla|SHV-28_3_AF299299|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OXA-194|HQ425492|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tmt|dfrC_1_GU565967|Trimethoprim|Dihydrofolate_reductase|DFRC|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DFRC
237|S81599.1|S81599|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
AGly|NC_010558.1.6275958|Aminoglycosides|16S_rRNA_methyltransferases|RMTB,Aminoglycosides,16S rRNA methyltransferases,RMTB
669|AY220558.1|AY220558|Aminoglycosides|16S_rRNA_methyltransferases|ARMA,Aminoglycosides,16S rRNA methyltransferases,ARMA
gi|591542892|gb|KJ207205.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|AM087453|25-856|ARO:3001138|SHV-84|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|TEM-15|AM849805|263-1123|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
ENA|yddg/emrE|ACY88367|ACY88367.1Salmonellaentericasubsp.entericaserovarTyphimuriumstr.14028Shypotheticalprotein,Paraquat resistance,paraquat resistance protein,yddg
Tet|tetL_7_D12567|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL
CARD|phgb|NC_009641|1461588-1462248|ARO:3000838|arlR|Multi-drug_resistance|MDR_regulator|ARLS,Multi-drug resistance,MDR regulator,ARLS
CARD|phgb|M16503|243-1143|ARO:3002823|ErmH|MLS|23S_rRNA_methyltransferases|ERMH,MLS,23S rRNA methyltransferases,ERMH
gi|556904157|gb|KF421162.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Phe|CatB3|AJ009818|883-1515|633|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
gi|17999556|gb|AY027870.1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
Tet|tetA_5_AJ419171|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
CARD|phgb|AF441286|224-965|ARO:3000843|MUS-1|betalactams|Class_B_betalactamases|MUS,betalactams,Class B betalactamases,MUS
CARD|phgb|AY028464|442-1189|ARO:3000840|JOHN-1|betalactams|Class_B_betalactamases|JOHN,betalactams,Class B betalactamases,JOHN
Bla|cphA4|AY227050|131-895|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
gi|441494185|gb|JX982634.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Rif|NC_007793.3914836|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
Bla|OXA-136|EU086830|89-898|810|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
ACou|NC_007622.3794232|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
Bla|GES-4|AB116260|1330-2193|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
1747|AB926431.1|AB926431|betalactams|Class_B_betalactamases|NDM,betalactams,Class B betalactamases,NDM
Bla|FR717535.1|gene1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|CTX-M-49AY847145|82-957|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|761662701|gb|KP096411.1|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
Mdr|NC_002516.2.880450|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXH,Multi-drug resistance,Multi-drug efflux pumps,MEXH
Bla|SHV-1_13_AF462396|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1120|M55547.1|TRNTAAB|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Mdr|NC_002163.1.904691|Multi-drug_resistance|Multi-drug_efflux_pumps|cme,Multi-drug resistance,Multi-drug efflux pumps,cme
Sul|sul2_12_AF497970|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
gi|89077561|gb|DQ388882.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
1286|U14749.1|PAU14749|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Bla|CMY-110_1_AB872957|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Fos|fosA_2_AGDM01000012|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
MLS|MsrA|AY591760|274-1740|1467|MLS|Macrolide_resistance_efflux_pumps|MSRA,MLS,Macrolide resistance efflux pumps,MSRA
gi|37931483|gb|AY237830.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|AadA21|AY171244|47-838|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Tet|tetL_4_M11036|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL
CARD|phgb|U00096|3413863-3415021|ARO:3000499|acrE|Aminoglycosides|Aminoglycoside_efflux_pumps|ACRE,Aminoglycosides,Aminoglycoside efflux pumps,ACRE
gi|296951|emb|X65252.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
AGly|strA_4_NC_003384|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
AGly|Aph3-VIb|AJ627643|4934-5713|780|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
Tet|tetL_9_AY081910|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETL,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETL
Flq|NC_006582.1.3202074|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
Flq|QnrD|FJ228229|554-1198|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,Fluoroquinolones,Quinolone resistance protein Qnr,QNRD
105|FR772051.1|FR772051|MLS|ABC_transporter|VGA,MLS,ABC transporter,VGA
Phe|Cat-pC223|AY355285|1000-1647|648|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
Flq|NC_011035.1.6447337|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
663|unknown_id|unknown_name|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
CARD|phgb|AF416700|56-764|ARO:3000842|EBR-1|betalactams|Class_B_betalactamases|EBR1,betalactams,Class B betalactamases,EBR1
CARD|phgb|ACNI01000036|30014-30740|ARO:3003072|Bacillus|MLS|Macrolide_phosphotransferases|MPH,MLS,Macrolide phosphotransferases,MPH
gi|693586039|gb|KM114268.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|16798373|gb|AF427129.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|mecA_15_AB505628|betalactams|Penicillin_binding_protein|MECA,betalactams,Penicillin binding protein,MECA
738|JX560992.1|JX560992|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
Bla|IMP-35|JF816544|1-741|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|470266717|8362-9142|ARO:3003687|APH3-PRIME-VI|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
CARD|phgb|GU371926|50304-51165|ARO:3000903|TEM-33|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-28|EU441172|57-917|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|591542927|gb|KJ207207.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Fos|fosA_9_NZ_ACZD01000244|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
ENA|copA|AAA61835|AAA61835.1EnterococcushiraeATPase,Copper resistance,copper resistance protein,copA
1326|S71932.1|S71932|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
AGly|Ant6-Ia|AF330699|22-930|909|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
Bla|AER-1|U14748|325-1239|915|betalactams|Class_A_betalactamases|AER,betalactams,Class A betalactamases,AER
CARD|phgb|AF188199|214-1075|ARO:3000936|TEM-70|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Sul|CP004022.1|gene3451|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Met|nimD_1_X76949|Metronidazole|nim_nitroimidazole_reductase|NIMD,Metronidazole,nim nitroimidazole reductase,NIMD
Bla|FOX-2|Y10282|19-1167|1149|betalactams|Class_C_betalactamases|FOX,betalactams,Class C betalactamases,FOX
1550|KJ510410.1|KJ510410|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|TEM-110|AY130283|1-785|785|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
